,v1_strategy,v2_strategy,benchmark
2026-01-29,-0.05082971855418139,0.0,-0.060088148593492624
2026-01-30,-0.019192392215377496,0.0,-0.02230048427405882
2026-01-31,-0.0834099471563842,0.0,-0.08050980291875579
2026-02-01,-0.040536218523885184,0.0,-0.03447675677065819
2026-02-02,0.025736813086859968,0.0,0.029788591925430666
2026-02-03,-0.03858679442392291,0.0,-0.03426202775080951
2026-02-04,-0.04874304736408759,0.0,-0.03281911770690178
2026-02-05,-0.14076401500496397,0.0,-0.14908505034223632
2026-02-06,0.11393745126155311,0.0,0.12264688622519894
2026-02-07,-0.006734620730166136,0.0,-0.005866124891004942
2026-02-08,0.0007892784442807458,0.0,-0.006846765971010094
2026-02-09,-0.0005585553775328358,0.0,-0.0026324731597324735
2026-02-10,-0.028216849916664177,0.0,-0.02949088308602691
2026-02-11,-0.028412685837623314,0.0,-0.025941407557729404
2026-02-12,0.0008349568901721005,0.0,0.009945304384113254
2026-02-13,0.03357933298102855,0.0,0.03896535534493863
2026-02-14,0.018181976492272378,0.0,0.042625439052910385
2026-02-15,-0.03369529998600351,0.0,-0.03222819730977055
2026-02-16,0.012141967493442058,0.0,0.008994140924445993
2026-02-17,-0.012278890962325926,0.0,-0.014077136346773734
2026-02-18,-0.018711451816868764,0.0,-0.025596938628420565
2026-02-19,0.0031393531040645826,0.0,-0.002429687641495493
2026-02-20,0.01893780257243279,0.0,0.03111293010461686
2026-02-21,0.0009150167772666861,0.0,-0.0010242156420140257
2026-02-22,-0.010498511938172934,0.0,-0.022912920250324365
2026-02-23,-0.042467365286264304,0.0,-0.043463423312875504
2026-02-24,-0.009799756088974616,0.0,-0.006438681289097682
2026-02-25,0.08211903564860974,0.0,0.12854467179103124
2026-02-26,-0.00867356375024549,0.0,-0.019043329169600234
2026-02-27,-0.029922379590508176,0.0,-0.030454202736892956
2026-02-28,0.012668778852338598,0.0,0.017978618033948016
2026-03-01,-0.04240858006793953,0.0,-0.022186724149222545
2026-03-02,0.01333363790401576,0.0,0.025417814199684488
2026-03-03,-0.014508570535526639,0.0,-0.009873878314190643
2026-03-04,0.04092242063792765,0.0,0.04603686104270702
2026-03-05,-0.019732156557804543,0.0,-0.01944144727942212
2026-03-06,-0.03433242112713597,0.0,-0.03644808832994437
2026-03-07,-0.01909356784060597,0.0,-0.012555468381518277
2026-03-08,-0.01234625783674718,0.0,-0.014310547242358208
2026-03-09,0.02930075709341288,0.0,0.03183819896891267
2026-03-10,0.015241659128897446,0.0,0.015487240639373413
2026-03-11,0.010009003792883126,0.0,0.007921207854172597
2026-03-12,0.0010424383604711687,0.0,0.003535890083210669
2026-03-13,-0.006032320404617172,0.0,0.004323919084990169
2026-03-14,-0.013156795980842814,0.0,-0.0026747418317324525
2026-03-15,0.02147388975707202,0.0,0.028158091426721855
2026-03-16,0.08159292297102239,0.0,0.059017655356624045
2026-03-17,-0.009820394213513845,0.0,-0.014301909784023315
2026-03-18,-0.03855435387324757,0.0,-0.04193472697634853
2026-03-19,-0.025364827176601785,0.0,-0.02000727222105828
2026-03-20,-0.004017567435936916,0.0,0.003541309689725425
2026-03-21,-0.026957366146505603,0.0,-0.02839108523506115
2026-03-22,-0.025468070934729505,0.0,-0.017968576411343296
2026-03-23,0.031680359180339325,0.0,0.04052842511768771
2026-03-24,-0.000584274515164295,0.0,0.0016705193731078815
2026-03-25,-0.0004029794678083922,0.0,0.005189812167406627
2026-03-26,-0.04033352071643603,0.0,-0.04393684632477849
2026-03-27,-0.0314577360368344,0.0,-0.030788435580626505
2026-03-28,-0.009218850223764822,0.0,-0.005457869328975374
2026-03-29,-0.009893981805904211,0.0,-0.00848205837431878
2026-03-30,0.004614148587465153,0.0,0.009339170801209752
2026-03-31,0.006970894031841553,0.0,0.014597504440746655
2026-04-01,0.013423684149248067,0.0,0.005596454973749675
2026-04-02,-0.03470151627760783,0.0,-0.03040361373253995
2026-04-03,0.013285845117971077,0.0,0.009395272740892656
2026-04-04,0.006343354197791454,0.0,0.006158526589515034
2026-04-05,0.01053230813531495,0.0,0.011528321574782174
2026-04-06,-0.009251910258611865,0.0,-0.007377373731170046
2026-04-07,0.05146650849915139,0.0,0.05434384463331814
2026-04-08,-0.038998408604445256,0.0,-0.03336831520627586
2026-04-09,0.01727025910948628,0.0,0.010971706572791331
2026-04-10,0.010143240199109357,0.0,0.01118360585415117
